attempt,round,action,lives,lives_lost,cash
1,1,place,200,0,650
1,2,upgrade,193,7,444
1,3,none,193,0,371
1,4,none,191,2,507
1,5,place,181,10,672
1,6,none,179,2,409
1,7,none,175,4,568
1,8,place,165,10,740
1,9,none,165,0,640
1,10,none,165,0,839
1,11,none,165,0,1153
1,12,none,165,0,1342
1,13,none,165,0,1534
1,14,none,165,0,1816
1,15,none,165,0,2075
1,16,place,156,9,2332
1,17,none,156,0,2260
1,18,upgrade,148,8,2421
1,19,none,148,0,2589
1,19,none,148,0,2589
1,20,none,145,3,2846
1,20,none,145,3,2846
1,21,none,145,0,3032
1,21,none,145,0,3032
1,22,place,135,10,3373
1,22,upgrade,135,10,3373
1,23,place,84,51,2220
1,24,upgrade,78,6,1851
1,25,none,75,3,1590
1,26,none,75,0,1925
1,27,upgrade,36,39,2219
1,28,none,36,0,2456
1,29,none,36,0,2722
1,29,none,36,0,2722
1,30,none,36,0,3111
1,30,none,36,0,3111
1,31,none,36,0,3448
1,31,none,36,0,3448
2,1,place,200,0,650
2,2,none,200,0,301
2,3,none,200,0,438
2,4,none,200,0,576
2,5,none,200,0,751
2,6,none,200,0,915
2,7,none,200,0,1078
2,8,none,197,3,1257
2,9,upgrade,188,9,1448
2,10,none,188,0,1097
2,11,none,188,0,1411
2,12,upgrade,185,3,1597
2,13,none,185,0,1409
2,14,place,183,2,1689
2,15,place,183,0,1628
2,16,place,183,0,1619
2,17,none,183,0,867
2,18,none,182,1,1031
2,19,none,182,0,1389
2,20,upgrade,172,10,1639
2,21,none,172,0,1570
2,22,upgrade,158,14,1907
2,23,place,153,5,1945
2,24,none,153,0,1752
2,25,none,150,3,1916
2,26,place,141,9,2242
2,27,none,141,0,1555
2,28,none,141,0,2217
2,29,none,141,0,2483
2,30,none,141,0,2872
2,30,none,141,0,2872
2,31,none,141,0,3209
2,31,none,141,0,3209
2,32,upgrade,99,42,3704
2,32,upgrade,99,42,3704
2,33,upgrade,66,33,3448
2,33,upgrade,66,33,3448
3,1,place,200,0,650
3,2,none,200,0,301
3,3,none,200,0,438
3,4,none,200,0,576
3,5,none,200,0,751
3,6,place,186,14,901
3,7,none,186,0,724
3,8,none,186,0,906
3,9,none,186,0,1106
3,10,none,186,0,1305
3,11,none,186,0,1619
3,12,none,186,0,1808
3,13,none,186,0,2000
3,14,none,186,0,2282
3,15,place,182,4,2537
3,15,upgrade,182,4,2537
3,16,place,176,6,2552
3,16,upgrade,176,6,2552
3,17,place,171,5,1585
3,18,none,171,0,1475
3,19,none,171,0,1833
3,20,none,168,3,2090
3,21,none,168,0,2276
3,22,place,140,28,2599
3,22,upgrade,140,28,2599
3,23,upgrade,132,8,2379
3,24,none,132,0,2106
3,25,none,132,0,2273
3,26,none,128,4,2604
3,26,upgrade,128,4,2604
3,27,upgrade,124,4,2678
3,27,upgrade,124,4,2678
3,28,upgrade,112,12,2733
3,28,upgrade,112,12,2733
3,29,upgrade,112,0,2669
3,29,upgrade,112,0,2669
3,30,none,112,0,1528
3,31,none,112,0,1865
3,32,upgrade,69,43,2397
3,33,none,69,0,2599
3,33,none,69,0,2599
3,34,none,69,0,2804
3,34,none,69,0,2804
3,35,none,67,2,3714
3,35,none,67,2,3714
4,1,place,200,0,650
4,2,place,200,0,301
4,3,none,200,0,218
4,4,none,200,0,356
4,5,none,199,1,530
4,6,none,198,1,693
4,7,none,198,0,856
4,8,none,198,0,1038
4,9,none,196,2,1236
4,10,none,193,3,1432
4,11,none,193,0,1746
4,12,place,191,2,1933
4,13,none,191,0,1805
4,14,none,191,0,2087
4,15,none,191,0,2346
4,16,place,181,10,2602
4,16,upgrade,181,10,2602
4,17,upgrade,179,2,2318
4,18,upgrade,157,22,2299
4,19,upgrade,157,0,2402
4,20,upgrade,148,9,2445
4,21,upgrade,140,8,2498
4,22,upgrade,129,11,2628
4,22,place,129,11,2628
4,23,none,129,0,1991
4,24,place,122,7,2261
4,25,none,122,0,2088
4,26,none,122,0,2423
4,27,none,122,0,2756
4,27,none,122,0,2756
4,28,none,122,0,3418
4,28,none,122,0,3418
4,29,none,122,0,3684
4,29,none,122,0,3684
4,30,none,122,0,4073
4,30,none,122,0,4073
4,31,none,119,3,4407
4,31,none,119,3,4407
4,32,upgrade,103,16,4928
4,32,upgrade,103,16,4928
4,33,none,103,0,4750
4,33,none,103,0,4750
4,34,none,103,0,4955
4,34,none,103,0,4955
4,35,none,101,2,5865
4,35,none,101,2,5865
4,35,none,101,2,5865
4,36,upgrade,80,21,6994
4,36,upgrade,80,21,6994
4,36,upgrade,80,21,6994
4,37,place,61,19,7243
4,37,upgrade,61,19,7243
4,37,upgrade,61,19,7243
4,38,none,61,0,6142
4,38,none,61,0,6142
4,38,place,61,0,6142
4,39,none,61,0,7199
4,39,none,61,0,7199
4,39,none,61,0,7199
5,1,place,200,0,650
5,2,none,200,0,496
5,3,none,200,0,633
5,4,none,200,0,771
5,5,place,178,22,924
5,6,none,178,0,768
5,7,none,178,0,931
5,8,none,178,0,1113
5,9,upgrade,169,9,1304
5,10,upgrade,127,42,1291
5,11,none,127,0,1350
5,12,upgrade,125,2,1537
5,13,upgrade,114,11,1508
5,14,none,114,0,1535
5,15,none,112,2,1792
5,16,place,84,28,2030
5,17,upgrade,72,12,1266
5,18,place,48,24,1204
5,19,none,48,0,1222
5,20,upgrade,38,10,1472
5,21,none,38,0,1472
5,22,none,38,0,1329
5,23,none,38,0,1627
5,24,none,38,0,1904
5,25,none,38,0,2071
5,26,none,38,0,2406
5,27,none,38,0,2739
5,27,none,38,0,2739
5,28,none,38,0,3401
5,28,none,38,0,3401
6,1,place,200,0,650
6,2,none,200,0,451
6,3,none,200,0,588
6,4,none,200,0,726
6,5,none,200,0,901
6,6,none,200,0,1065
6,7,place,191,9,1219
6,8,none,191,0,1131
6,9,none,191,0,1331
6,10,none,190,1,1529
6,11,none,190,0,1843
6,12,none,190,0,2032
6,13,none,190,0,2224
6,14,none,189,1,2505
6,14,none,189,1,2505
6,15,upgrade,164,25,2739
6,15,place,164,25,2739
6,16,place,143,21,2544
6,16,upgrade,143,21,2544
6,17,none,143,0,2287
6,18,none,143,0,2452
6,19,none,143,0,2810
6,19,none,143,0,2810
6,20,none,143,0,3070
6,20,none,143,0,3070
6,21,none,143,0,3256
6,21,none,143,0,3256
6,22,none,143,0,3607
6,22,none,143,0,3607
6,23,upgrade,132,11,3894
6,23,place,132,11,3894
6,24,place,129,3,2938
6,24,upgrade,129,3,2938
6,25,place,126,3,2492
6,26,none,126,0,2607
6,26,none,126,0,2607
6,27,none,126,0,2940
6,27,none,126,0,2940
6,28,none,126,0,3602
6,28,none,126,0,3602
6,29,none,126,0,3868
6,29,none,126,0,3868
6,30,none,126,0,4257
6,30,none,126,0,4257
6,31,upgrade,121,5,4589
6,31,place,121,5,4589
6,32,none,121,0,2321
6,33,none,121,0,2948
6,33,none,121,0,2948
6,34,upgrade,49,72,3081
6,34,upgrade,49,72,3081
6,35,none,49,0,2548
6,35,none,49,0,2548
6,36,none,49,0,3698
6,36,none,49,0,3698
7,1,place,200,0,650
7,2,place,200,0,301
7,3,none,200,0,268
7,4,none,200,0,406
7,5,none,200,0,581
7,6,none,200,0,745
7,7,none,200,0,908
7,8,none,200,0,1090
7,9,none,200,0,1290
7,10,none,200,0,1489
7,11,none,198,2,1801
7,12,none,198,0,1990
7,13,none,197,1,2181
7,14,upgrade,190,7,2456
7,15,none,190,0,2505
7,15,none,190,0,2505
7,16,upgrade,171,19,2752
7,16,place,171,19,2752
7,17,none,171,0,2250
7,18,none,171,0,2415
7,19,none,171,0,2773
7,19,none,171,0,2773
7,20,upgrade,167,4,3029
7,20,place,167,4,3029
7,21,none,167,0,2155
7,22,none,167,0,2506
7,22,none,167,0,2506
7,23,none,167,0,2804
7,23,none,167,0,2804
7,24,none,167,0,3081
7,24,none,167,0,3081
7,25,upgrade,164,3,3245
7,25,none,164,3,3245
7,26,place,164,0,3285
7,26,none,164,0,3285
7,27,none,164,0,3448
7,27,none,164,0,3448
7,28,none,164,0,4110
7,28,none,164,0,4110
7,29,none,164,0,4376
7,29,none,164,0,4376
7,30,none,164,0,4765
7,30,none,164,0,4765
7,31,none,164,0,5102
7,31,none,164,0,5102
7,31,none,164,0,5102
7,32,upgrade,119,45,5622
7,32,upgrade,119,45,5622
7,32,upgrade,119,45,5622
7,33,none,119,0,4974
7,33,none,119,0,4974
7,34,place,47,72,5107
7,34,place,47,72,5107
7,34,upgrade,47,72,5107
7,35,none,47,0,5124
7,35,none,47,0,5124
7,35,none,47,0,5124
8,1,place,200,0,650
8,2,place,200,0,346
8,3,none,200,0,213
8,4,none,200,0,351
8,5,none,200,0,526
8,6,none,200,0,690
8,7,none,200,0,853
8,8,none,200,0,1035
8,9,none,200,0,1235
8,10,none,200,0,1434
8,11,none,200,0,1748
8,12,none,200,0,1937
8,13,place,198,2,2127
8,14,none,198,0,2069
8,15,none,197,1,2327
8,16,place,191,6,2587
8,16,upgrade,191,6,2587
8,17,none,191,0,2260
8,18,none,191,0,2425
8,19,none,191,0,2783
8,19,none,191,0,2783
8,20,none,191,0,3043
8,20,none,191,0,3043
8,21,none,191,0,3229
8,21,none,191,0,3229
8,22,place,174,17,3563
8,22,place,174,17,3563
8,23,none,174,0,2881
8,23,none,174,0,2881
8,24,none,174,0,3158
8,24,none,174,0,3158
8,25,upgrade,171,3,3322
8,25,none,171,3,3322
8,26,none,171,0,3362
8,26,none,171,0,3362
8,27,none,171,0,3695
8,27,none,171,0,3695
8,28,none,171,0,4357
8,28,none,171,0,4357
8,29,none,171,0,4623
8,29,none,171,0,4623
8,30,none,171,0,5012
8,30,none,171,0,5012
8,30,none,171,0,5012
8,31,none,171,0,5349
8,31,none,171,0,5349
8,31,none,171,0,5349
9,1,place,200,0,650
9,2,none,200,0,431
9,3,none,200,0,568
9,4,none,200,0,706
9,5,place,184,16,865
9,6,none,184,0,759
9,7,none,184,0,922
9,8,none,184,0,1104
9,9,none,184,0,1304
9,10,none,184,0,1503
9,11,none,184,0,1817
9,12,none,184,0,2006
9,13,none,184,0,2198
9,14,none,184,0,2480
9,15,place,182,2,2737
9,15,none,182,2,2737
9,16,place,173,9,2824
9,16,upgrade,173,9,2824
9,17,upgrade,173,0,2707
9,17,none,173,0,2707
9,18,none,173,0,2702
9,18,none,173,0,2702
9,19,none,173,0,3060
9,19,none,173,0,3060
9,20,none,173,0,3320
9,20,none,173,0,3320
9,21,none,173,0,3506
9,21,none,173,0,3506
9,22,upgrade,159,14,3843
9,22,upgrade,159,14,3843
9,23,none,159,0,3606
9,23,none,159,0,3606
9,24,none,159,0,3883
9,24,none,159,0,3883
9,25,upgrade,156,3,4047
9,25,none,156,3,4047
9,26,none,156,0,4127
9,26,none,156,0,4127
9,27,none,156,0,4460
9,27,none,156,0,4460
9,28,none,156,0,5122
9,28,none,156,0,5122
9,28,none,156,0,5122
9,29,none,156,0,5388
9,29,none,156,0,5388
9,29,none,156,0,5388
9,30,none,156,0,5777
9,30,none,156,0,5777
9,30,none,156,0,5777
9,31,none,156,0,6114
9,31,none,156,0,6114
9,31,none,156,0,6114
10,1,place,200,0,650
10,2,none,200,0,501
10,3,none,200,0,638
10,4,none,200,0,776
10,5,none,200,0,951
10,6,none,200,0,1115
10,7,none,200,0,1278
10,8,none,200,0,1460
10,9,none,200,0,1660
10,10,none,197,3,1856
10,11,upgrade,191,6,2164
10,12,none,191,0,2203
10,13,none,191,0,2395
10,14,none,191,0,2677
10,14,none,191,0,2677
10,15,place,181,10,2926
10,15,upgrade,181,10,2926
10,16,place,181,0,897
10,17,none,181,0,945
10,18,none,181,0,1110
10,19,none,181,0,1468
10,20,none,181,0,1728
10,21,none,181,0,1914
10,22,none,181,0,2265
10,23,none,181,0,2563
10,23,none,181,0,2563
10,24,none,181,0,2840
10,24,none,181,0,2840
10,25,none,178,3,3004
10,25,none,178,3,3004
10,26,none,178,0,3339
10,26,none,178,0,3339
10,27,none,178,0,3672
10,27,none,178,0,3672
10,28,none,178,0,4334
10,28,none,178,0,4334
10,29,upgrade,40,138,4462
10,29,place,40,138,4462
10,30,none,40,0,3931
10,30,none,40,0,3931
11,1,place,200,0,650
11,2,none,200,0,496
11,3,none,200,0,633
11,4,none,200,0,771
11,5,place,186,14,932
11,6,none,186,0,776
11,7,none,186,0,939
11,8,none,186,0,1121
11,9,none,186,0,1321
11,10,place,171,15,1505
11,11,none,171,0,1649
11,12,none,171,0,1838
11,13,none,171,0,2030
11,14,none,171,0,2312
11,15,none,171,0,2571
11,15,none,171,0,2571
11,16,place,153,18,2819
11,16,upgrade,153,18,2819
11,17,none,153,0,2627
11,17,none,153,0,2627
11,18,none,150,3,2790
11,18,none,150,3,2790
11,19,none,150,0,3148
11,19,none,150,0,3148
11,20,upgrade,141,9,3400
11,20,upgrade,141,9,3400
11,21,none,141,0,3121
11,21,none,141,0,3121
11,22,upgrade,127,14,3458
11,22,place,127,14,3458
11,23,upgrade,127,0,1376
11,24,none,127,0,1398
11,25,none,127,0,1565
11,26,none,127,0,1900
11,27,none,127,0,2233
11,28,none,127,0,2895
11,28,none,127,0,2895
11,29,none,127,0,3161
11,29,none,127,0,3161
11,30,none,127,0,3550
11,30,none,127,0,3550
11,31,none,127,0,3887
11,31,none,127,0,3887
11,32,none,127,0,4424
11,32,none,127,0,4424
11,33,none,127,0,5051
11,33,none,127,0,5051
11,33,none,127,0,5051
11,34,none,127,0,5256
11,34,none,127,0,5256
11,34,none,127,0,5256
11,35,none,127,0,6168
11,35,none,127,0,6168
11,35,none,127,0,6168
11,36,none,119,8,7310
11,36,none,119,8,7310
11,36,upgrade,119,8,7310
11,37,place,69,50,7917
11,37,place,69,50,7917
11,37,upgrade,69,50,7917
11,37,upgrade,69,50,7917
11,38,upgrade,69,0,7917
11,38,none,69,0,7917
11,38,place,69,0,7917
11,38,none,69,0,7917
11,39,none,69,0,7917
11,39,none,69,0,7917
11,39,none,69,0,7917
11,39,none,69,0,7917
11,40,place,69,0,7917
11,40,none,69,0,7917
11,40,none,69,0,7917
11,40,none,69,0,7917
12,1,place,200,0,650
12,2,none,200,0,431
12,3,none,200,0,568
12,4,none,200,0,706
12,5,place,174,26,855
12,6,place,171,3,591
12,7,place,171,0,414
12,8,none,171,0,296
12,9,none,171,0,496
12,10,none,171,0,695
12,11,none,171,0,1009
12,12,none,171,0,1198
12,13,none,171,0,1390
12,14,none,171,0,1672
12,15,none,171,0,1931
12,16,none,171,0,2197
12,17,place,150,21,2444
12,18,none,150,0,2269
12,19,none,150,0,2627
12,19,none,150,0,2627
12,20,none,150,0,2887
12,20,none,150,0,2887
12,21,none,150,0,3073
12,21,none,150,0,3073
12,22,upgrade,132,18,3406
12,22,upgrade,132,18,3406
12,23,upgrade,107,25,3364
12,23,upgrade,107,25,3364
12,24,none,107,0,2626
12,24,none,107,0,2626
12,25,none,107,0,2793
12,25,none,107,0,2793
12,26,none,107,0,3128
12,26,none,107,0,3128
12,27,none,107,0,3461
12,27,none,107,0,3461
12,28,none,107,0,4123
12,28,none,107,0,4123
12,29,none,107,0,4389
12,29,none,107,0,4389
12,30,none,107,0,4778
12,30,none,107,0,4778
12,31,none,107,0,5115
12,31,none,107,0,5115
12,31,none,107,0,5115
12,32,none,104,3,5648
12,32,none,104,3,5648
12,32,none,104,3,5648
12,33,none,104,0,6275
12,33,none,104,0,6275
12,33,none,104,0,6275
12,34,upgrade,81,23,6457
12,34,place,81,23,6457
12,34,upgrade,81,23,6457
12,35,none,81,0,2484
12,36,none,81,0,3634
12,36,none,81,0,3634
12,37,upgrade,28,53,4490
12,37,upgrade,28,53,4490
13,1,place,200,0,650
13,2,place,200,0,471
13,3,none,200,0,388
13,4,none,200,0,526
13,5,place,190,10,691
13,6,none,190,0,580
13,7,upgrade,190,0,743
13,8,place,190,0,545
13,9,none,190,0,470
13,10,none,190,0,669
13,11,none,190,0,983
13,12,none,190,0,1172
13,13,none,190,0,1364
13,14,none,190,0,1646
13,15,place,187,3,1902
13,16,upgrade,182,5,1693
13,17,none,182,0,1706
13,18,none,182,0,1871
13,19,none,182,0,2229
13,20,none,182,0,2489
13,21,none,182,0,2675
13,21,none,182,0,2675
13,22,place,178,4,3022
13,22,upgrade,178,4,3022
13,23,none,176,2,3073
13,23,none,176,2,3073
13,24,none,174,2,3348
13,24,none,174,2,3348
13,25,upgrade,171,3,3512
13,25,none,171,3,3512
13,26,none,169,2,3635
13,26,upgrade,169,2,3635
13,27,none,169,0,3713
13,27,upgrade,169,0,3713
13,28,none,169,0,4080
13,28,none,169,0,4080
13,29,none,169,0,4346
13,29,none,169,0,4346
13,30,none,169,0,4735
13,30,none,169,0,4735
13,31,none,169,0,5072
13,31,none,169,0,5072
13,31,none,169,0,5072
13,32,upgrade,155,14,5595
13,32,upgrade,155,14,5595
13,32,upgrade,155,14,5595
13,33,none,155,0,5162
13,33,none,155,0,5162
13,33,none,155,0,5162
13,34,none,155,0,5367
13,34,none,155,0,5367
13,34,none,155,0,5367
13,35,none,155,0,6279
13,35,none,155,0,6279
13,35,none,155,0,6279
13,36,upgrade,141,14,7415
13,36,upgrade,141,14,7415
13,36,upgrade,141,14,7415
13,37,none,141,0,5171
13,37,upgrade,141,0,5171
13,37,none,141,0,5171
13,38,none,141,0,5745
13,38,none,141,0,5745
13,38,none,141,0,5745
13,39,none,141,0,7022
13,39,none,141,0,7022
13,39,none,141,0,7022
13,40,none,141,0,8781
13,40,none,141,0,8781
13,40,none,141,0,8781
13,40,none,141,0,8781
13,41,none,141,0,8781
13,41,none,141,0,8781
13,41,upgrade,141,0,8781
13,41,none,141,0,8781
13,42,none,141,0,9302
13,42,none,141,0,9302
13,42,none,141,0,9302
13,42,none,141,0,9302
13,43,none,141,0,11483
13,43,none,141,0,11483
13,43,none,141,0,11483
13,43,none,141,0,11483
13,43,none,141,0,11483
13,44,none,141,0,12143
13,44,none,141,0,12143
13,44,none,141,0,12143
13,44,none,141,0,12143
13,44,none,141,0,12143
13,45,none,141,0,13421
13,45,none,141,0,13421
13,45,none,141,0,13421
13,45,none,141,0,13421
13,45,none,141,0,13421
13,45,none,141,0,13421
13,46,none,141,0,14715
13,46,none,141,0,14715
13,46,none,141,0,14715
13,46,none,141,0,14715
13,46,none,141,0,14715
13,46,none,141,0,14715
13,47,none,141,0,17137
13,47,none,141,0,17137
13,47,none,141,0,17137
13,47,none,141,0,17137
13,47,none,141,0,17137
13,47,none,141,0,17137
13,47,none,141,0,17137
13,48,none,141,0,17853
13,48,none,141,0,17853
13,48,none,141,0,17853
13,48,none,141,0,17853
13,48,none,141,0,17853
13,48,none,141,0,17853
13,48,none,141,0,17853
13,48,none,141,0,17853
13,49,none,141,0,19490
13,49,none,141,0,19490
13,49,none,141,0,19490
13,49,none,141,0,19490
13,49,none,141,0,19490
13,49,none,141,0,19490
13,49,none,141,0,19490
13,49,none,141,0,19490
13,50,upgrade,98,43,22290
13,50,upgrade,98,43,22290
13,50,place,98,43,22290
13,50,upgrade,98,43,22290
13,50,upgrade,98,43,22290
13,50,upgrade,98,43,22290
13,50,upgrade,98,43,22290
13,50,upgrade,98,43,22290
13,50,upgrade,98,43,22290
13,51,none,98,0,24566
13,51,none,98,0,24566
13,51,none,98,0,24566
13,51,none,98,0,24566
13,51,none,98,0,24566
13,51,none,98,0,24566
13,51,none,98,0,24566
13,51,none,98,0,24566
13,51,none,98,0,24566
13,51,none,98,0,24566
13,52,none,98,0,24566
13,52,none,98,0,24566
13,52,none,98,0,24566
13,52,none,98,0,24566
13,52,upgrade,98,0,24566
13,52,upgrade,98,0,24566
13,52,upgrade,98,0,24566
13,52,upgrade,98,0,24566
13,52,none,98,0,24566
13,52,none,98,0,24566
14,1,place,200,0,650
14,2,place,200,0,551
14,3,none,200,0,348
14,4,none,200,0,486
14,5,none,199,1,660
14,6,none,199,0,824
14,7,none,199,0,987
14,8,none,199,0,1169
14,9,none,199,0,1369
14,10,none,199,0,1568
14,11,place,197,2,1880
14,12,none,197,0,1879
14,13,none,195,2,2069
14,14,none,192,3,2348
14,15,place,178,14,2593
14,15,upgrade,178,14,2593
14,16,upgrade,169,9,2340
14,17,none,168,1,2312
14,18,none,168,0,2477
14,19,none,166,2,2833
14,19,upgrade,166,2,2833
14,20,upgrade,150,16,2984
14,20,upgrade,150,16,2984
14,21,none,150,0,2620
14,21,none,150,0,2620
14,22,upgrade,133,17,2954
14,22,upgrade,133,17,2954
14,23,upgrade,85,48,2994
14,23,place,85,48,2994
14,24,none,83,2,2164
14,25,none,83,0,2331
14,26,none,83,0,2666
14,26,none,83,0,2666
14,27,none,83,0,2999
14,27,none,83,0,2999
15,1,place,200,0,650
15,2,none,200,0,551
15,3,none,200,0,688
15,4,none,199,1,825
15,5,place,172,27,973
15,6,none,171,1,711
15,7,upgrade,167,4,870
15,8,none,165,2,965
15,9,upgrade,156,9,1156
15,10,upgrade,153,3,1227
15,11,none,153,0,1391
15,12,upgrade,147,6,1574
15,13,none,147,0,1576
15,14,none,147,0,1858
15,15,upgrade,141,6,2111
15,16,upgrade,128,13,2174
15,17,place,121,7,2055
15,18,place,111,10,1875
15,19,none,111,0,1933
15,20,upgrade,104,7,2186
15,21,upgrade,104,0,2162
15,22,none,104,0,2218
15,23,place,82,22,2494
15,24,none,81,1,2430
15,25,none,81,0,2597
15,25,none,81,0,2597
15,26,none,81,0,2932
15,26,none,81,0,2932
15,27,none,81,0,3265
15,27,none,81,0,3265
15,28,none,81,0,3927
15,28,none,81,0,3927
16,1,place,200,0,650
16,2,none,200,0,471
16,3,none,200,0,608
16,4,none,200,0,746
16,5,upgrade,175,25,896
16,6,place,170,5,845
16,7,none,170,0,538
16,8,none,170,0,720
16,9,none,170,0,920
16,10,none,170,0,1119
16,11,none,170,0,1433
16,12,none,170,0,1622
16,13,none,170,0,1814
16,14,place,157,13,2083
16,15,none,153,4,2168
16,16,upgrade,137,16,2418
16,17,place,107,30,2536
16,17,upgrade,107,30,2536
16,18,upgrade,97,10,1846
16,19,none,97,0,1994
16,20,place,68,29,2225
16,21,place,62,6,2130
16,22,upgrade,62,0,2161
16,23,place,49,13,2021
16,24,none,49,0,1998
16,25,none,49,0,2165
16,26,none,49,0,2500
16,26,none,49,0,2500
16,27,none,49,0,2833
16,27,none,49,0,2833
16,28,none,49,0,3495
16,28,none,49,0,3495
16,29,none,49,0,3761
16,29,none,49,0,3761
16,30,none,49,0,4150
16,30,none,49,0,4150
16,31,none,49,0,4487
